configuration_index,similarities
902,0.8581840395927429
903,0.8714975118637085
904,0.8674129843711853
905,0.8569667339324951
906,0.8546439409255981
907,0.8608644008636475
908,0.8659820556640625
909,0.8573021292686462
910,0.8644664287567139
911,0.8684108853340149
912,0.8523180484771729
913,0.8643050193786621
914,0.8577624559402466
915,0.9999992251396179
916,0.8553324937820435
917,0.851246178150177
918,0.8607697486877441
919,0.8668504357337952
920,0.8624804615974426
921,0.9999992251396179
922,0.8564272522926331
923,0.8561385869979858
924,0.8565542697906494
925,0.8440477252006531
926,0.8610392808914185
927,0.9999991655349731
928,0.8476575613021851
929,0.8676837682723999
930,0.8572180867195129
931,0.862911581993103
932,0.8608769178390503
933,0.8595685958862305
934,0.8659346699714661
935,0.8453392386436462
936,0.8693054914474487
937,0.8589140176773071
938,0.8635947704315186
939,0.8535888195037842
940,0.8570374250411987
941,0.8641301989555359
942,0.8546447157859802
943,0.8590424656867981
944,0.9999992251396179
945,0.8473078012466431
946,0.9999992251396179
947,0.8604363799095154
948,0.865964412689209
949,0.8628920912742615
950,0.8573130369186401
951,0.8546924591064453
952,0.8707035779953003
953,0.8692342638969421
954,0.8498467206954956
955,0.8579467535018921
956,0.8612394332885742
957,0.8601011633872986
958,0.8517648577690125
959,0.8487915396690369
960,0.8643530607223511
961,0.8604133725166321
962,0.861497163772583
963,0.8433487415313721
964,0.8472604751586914
965,0.8550735712051392
966,0.8565011024475098
967,0.8610780835151672
968,0.8665449619293213
969,0.8510712385177612
970,0.862720787525177
971,0.8674100041389465
972,0.8518654108047485
973,0.8706928491592407
974,0.8579301238059998
975,0.8568683862686157
976,0.8603435158729553
977,0.8493056297302246
978,0.8550083637237549
979,0.8737449049949646
980,0.8684148192405701
981,0.8583596348762512
982,0.8616369962692261
983,0.8704938888549805
984,0.8623377084732056
985,0.8476448059082031
986,0.843258261680603
987,0.8682073950767517
988,0.8641576170921326
989,0.8574681878089905
990,0.8703006505966187
991,0.8583394885063171
992,0.8529692888259888
993,0.8675997853279114
994,0.8599594235420227
995,0.8619466423988342
996,0.8608902096748352
997,0.8613091111183167
998,0.8565710783004761
999,0.8588956594467163
1000,0.859071671962738
1001,0.8576493263244629
1002,0.8700273036956787
1003,0.8660040497779846
1004,0.8689342737197876
1005,0.8525562286376953
1006,0.8553090691566467
1007,0.8562378287315369
1008,0.8610659241676331
1009,0.8551070094108582
1010,0.8642847537994385
1011,0.8478546142578125
1012,0.8705862164497375
1013,0.863284707069397
1014,0.8614718317985535
1015,0.8506772518157959
1016,0.8499845266342163
1017,0.9999993443489075
1018,0.84859699010849
1019,0.8706672787666321
1020,0.8783572912216187
1021,0.8546220064163208
1022,0.8607420325279236
1023,0.861516535282135
1024,0.8469949960708618
1025,0.8580169677734375
1026,0.857948362827301
1027,0.8692976236343384
1028,0.8726828098297119
1029,0.8600355386734009
1030,0.8749625086784363
1031,0.8610998392105103
1032,0.8460872769355774
1033,0.8600588440895081
1034,0.8644271492958069
1035,0.8675386309623718
1036,0.855968177318573
1037,0.8631229996681213
1038,0.8663473129272461
1039,0.8620313405990601
1040,0.8637556433677673
1041,0.8701549768447876
1042,0.8546749949455261
1043,0.8647756576538086
1044,0.8504624962806702
1045,0.8542476296424866
1046,0.8625539541244507
1047,0.8510780334472656
1048,0.8558043241500854
1049,0.8627721071243286
1050,0.8652092218399048
1051,0.8587608933448792
1052,0.8614610433578491
1053,0.8488998413085938
1054,0.8617311120033264
1055,0.8565091490745544
1056,0.8731740713119507
1057,0.8506670594215393
1058,0.8631682395935059
1059,0.8541280627250671
1060,0.8618771433830261
1061,0.8657467365264893
1062,0.862201988697052
1063,0.8601706027984619
1064,0.8640464544296265
1065,0.8652583956718445
1066,0.8472945094108582
1067,0.8694588541984558
1068,0.8565962314605713
1069,0.874984085559845
1070,0.8437713384628296
1071,0.8666669130325317
1072,0.8604575395584106
1073,0.865198016166687
1074,0.866479218006134
1075,0.8521973490715027
1076,0.8490533828735352
1077,0.8738884329795837
1078,0.8504078984260559
1079,0.8669804930686951
1080,0.8541250228881836
1081,0.8701053857803345
1082,0.8544520735740662
1083,0.860795259475708
1084,0.8606546521186829
1085,0.8491174578666687
1086,0.9999991655349731
1087,0.8527693152427673
1088,0.8593510389328003
1089,0.8545889854431152
1090,0.8609476089477539
1091,0.8622221350669861
1092,0.8558289408683777
1093,0.8625627160072327
1094,0.8620258569717407
1095,0.863183856010437
1096,0.8545125126838684
1097,0.8545752763748169
1098,0.8694739937782288
1099,0.8583698868751526
1100,0.8694021105766296
1101,0.866527259349823
1102,0.872769296169281
1103,0.8672878742218018
1104,0.8677874207496643
1105,0.8661778569221497
1106,0.8648468852043152
1107,0.8655256032943726
1108,0.8592429161071777
1109,0.8497833609580994
1110,0.85187828540802
1111,0.8500156998634338
1112,0.856038510799408
1113,0.8537932634353638
1114,0.8689481616020203
1115,0.8529298305511475
1116,0.8625501990318298
1117,0.8478740453720093
1118,0.8595864772796631
1119,0.8783285617828369
1120,0.860668957233429
1121,0.8685375452041626
1122,0.8503813743591309
1123,0.8627861738204956
1124,0.8685533404350281
1125,0.8612885475158691
1126,0.8652033805847168
1127,0.8567543029785156
1128,0.8595496416091919
1129,0.8691970705986023
1130,0.862667977809906
1131,0.8614478707313538
1132,0.8656759262084961
1133,0.8705223202705383
1134,0.8650805354118347
1135,0.8541889786720276
1136,0.8564671277999878
1137,0.8643245100975037
1138,0.8622555136680603
1139,0.8544273972511292
1140,0.8539955615997314
1141,0.8599485158920288
1142,0.8495672941207886
1143,0.8569470047950745
1144,0.8593147993087769
1145,0.8554776906967163
1146,0.8730326294898987
1147,0.8531936407089233
1148,0.8530402779579163
1149,0.8628751039505005
1150,0.8694643378257751
1151,0.8668479323387146
1152,0.9999991059303284
1153,0.8628730177879333
1154,0.8429653644561768
1155,0.8648179769515991
1156,0.8575420379638672
1157,0.8718722462654114
1158,0.8678216338157654
1159,0.8506072759628296
1160,0.8555035591125488
1161,0.8572744131088257
1162,0.8595572710037231
1163,0.8526940941810608
1164,0.8520601391792297
1165,0.858715295791626
1166,0.8529446721076965
1167,0.8457397818565369
1168,0.8756026029586792
1169,0.8629388809204102
1170,0.8554492592811584
1171,0.852538526058197
1172,0.8603329062461853
1173,0.864470362663269
1174,0.8587023615837097
1175,0.8620301485061646
1176,0.8558382391929626
1177,0.8549079895019531
1178,0.8723539710044861
1179,0.8586623072624207
1180,0.8529059290885925
1181,0.8595729470252991
1182,0.860486626625061
1183,0.8587445616722107
1184,0.8614789843559265
1185,0.8445113301277161
1186,0.8600639700889587
1187,0.8608419895172119
1188,0.8552024960517883
1189,0.8600541353225708
1190,0.9999992251396179
1191,0.8616474270820618
1192,0.8585923910140991
1193,0.8574649095535278
1194,0.8582720160484314
1195,0.8601013422012329
1196,0.8576891422271729
1197,0.8635748624801636
1198,0.8627063035964966
1199,0.8642570376396179
1200,0.8583282232284546
1201,0.872393786907196
1202,0.8661409616470337
1203,0.8519015908241272
1204,0.8616296648979187
1205,0.8597310185432434
1206,0.8601653575897217
1207,0.8741214275360107
1208,0.8625131845474243
1209,0.8551981449127197
1210,0.8504272699356079
1211,0.8621940612792969
1212,0.8661426305770874
1213,0.8652893900871277
1214,0.855706512928009
1215,0.8487167954444885
1216,0.8658810257911682
1217,0.8652310371398926
1218,0.8604633212089539
1219,0.8633842468261719
1220,0.8652181625366211
1221,0.8515602350234985
1222,0.8686466217041016
1223,0.8631415367126465
1224,0.8528608083724976
1225,0.8665838241577148
1226,0.8703148365020752
1227,0.8669875264167786
1228,0.8499581217765808
1229,0.8646106123924255
1230,0.8813821077346802
1231,0.8789023160934448
1232,0.8731411099433899
1233,0.864109456539154
1234,0.8631962537765503
1235,0.8796386122703552
1236,0.867628276348114
1237,0.8566274642944336
1238,0.8560385704040527
1239,0.8615884184837341
1240,0.8646289110183716
1241,0.8491499423980713
1242,0.8655816912651062
1243,0.8637462854385376
1244,0.8767307996749878
1245,0.8554887771606445
1246,0.8540823459625244
1247,0.8470891714096069
1248,0.8664708733558655
1249,0.8624786138534546
1250,0.8503058552742004
1251,0.8616236448287964
1252,0.869369626045227
1253,0.8582817912101746
1254,0.8520699739456177
1255,0.8555145859718323
